sentiment,text
positive,Agung akan diundang  Untuk bercerita banyak tentang perjalanan kehidupanmu.. #KickAndy
positive,Jatuh lalu bangkit Untuk membantu sesama #Kickandy
positive,Rasa bangga itu ada setelah saya bs menyumbang karya kecil buat NKRI Ronny #KickAndy patut acungi jempol
positive,"Sahabat Gimbal Alas, nanti malam jangan lupa ya nonton #KickAndy Cara Gila Mendaki Gunung ala Cak Tarpin"
positive,"Hanya orang takut yang bisa berani, karena keberanian http://ekhs7903.m.nomor1.com/ekhs7903/menulis-adalah-kesenangan-saya.htm … #kickandy"
positive,#kickandy Anda hanya dekat dengan mereka yang Anda sukai. Dan Anda menghindari orang yag tidak Anda sukai
positive,Anak 16Th yang berfikir dewasa mampu mampu membiyayai sekolahnya sendiri dengan cara membajak sawah #kickandy @Metro_TV @MetroTVToday
positive,"kangen lagi nonton #kickandy sama ayah, ayah langsung bilang, seharusnya kamu bersyukur"
positive,#kickandy @KickAndyShow siang ini jg jadi ajang reuni sahabat kosti DKI dan kosti Jateng
positive,Bapak ku lucu ya #kickandy
positive,"besok pagi harus UTS, jd pulang duluan cuma poto bareng gambarnya #kickandy @KickAndyShow"
positive,Bahagianya Masuk Tv bersama Kawan #kickandy @ Kick Andy… https://www.instagram.com/p/BTGua2KhkXQ/
positive,Keren dan kocak nih tamu #kickAndy mereka-mereka yg memang lomba design yg berasal dari Malang
positive,"lucu ni bapak, bikin ketawa terus, persis kayak di tv #kickandy http://ift.tt/2o1rW9W"
positive,Terima Kasih #kickandy sudah menginspirasi saya membuka mata banyak orang karena kesetiaan yang teruji itulah Cinta yang sesungguhnya
positive,Cinta itu agung. Tuhan itu luar biasa. #KickAndy
positive,riasan terbaik seorang wanita adalah semangat dan rasa percaya dirinya.. #kickandy
positive,Nonton #kickandy. Menginspirasi sekali
positive,"#kickandy kita mendukung Ahok, karena orang baik @KickAndyShow @Metro_TV"
positive,Mantap pak ahok #kickandy
positive,Manusia bersih pasti berani #KickAndy #TamuAhok
positive,Suka dengan nasehat Pak Analta Amir yg meminta Ahok menyaring ucapan #kickand
positive,"Nonton #kickandy Menarik, membuka pikiran, menginspirasi. Sukses selalu"
positive,inilah jagoan saya!! hahahaha #kickandy
positive,Salut lah sama orang2 kek gitu #kickandy
positive,@KickAndyShow semoga tambah ok dan panjang umur. semoga acara nanti malam lancar #kickandy
positive,Ajang orang-orang saling menginspirasi. #kickandy #kickandyheroes2017
positive,"Suara Penta Boys ini memang keren banget, pantas jadi juara 1 di Rumania #KickAndy"
positive,penta Boys ini masih eksis saja dan saya suka suara mereka. Keren #KickAndyp
positive,"Rupanya, terselip beberapa detik di Kick Andy. Keren dan luar biasa"
positive,Terimakasih #kickAndy
positive,Tayangan yang sangat inspiratif yang banyak memberi motivasi kepada kita untuk lebih bisa mencintai orang-orang disabilitas #kickandy
positive,"perjuagan mereka istimewa, krn mampu menembus keterbatasan sbg rasa syukur pada Allah, sangat menginspirasi. #KickAndy"
positive,Syukurilah atas kehidupanmu saat ini #kickandy
positive,"Acara yang sangat menginspirasi sekali, salut #kickandy"
positive,"suka dengan semua tamu yang diundang, pasti menginspirasi #kickandy"
negative,kalo udah di puncak jangan lupa sampahnya di bawa turun lagi karena alam bukan tempat nyampah stop nyampah di gunung #kickandy
negative,RT @KickAndyShow: 61 WNA terancam dideportasi dan lia @gracialia terancam dipidanakan
negative,Lebih baik menyalakan lilin daripada mengumpat kepada kegelapan #pejuangtangguh #kickandy
negative,"aku ga mau bohongi diri sendiri. Gimbal Alas, Malang. #kickandy"
negative,sampan tidak akan dapat belayar di padang pasir betapa pun jua emp http://ilha8253.m.nomor1.net/ilha8253/1001-burung-kertas.htm … #kickandy
negative,"Bila kita mencari uang, kita akan dipaksa mengupayakan jangan malas http://ln.is/m.nomor1.com/KfMAp … #kickandy"
negative,"Dalam hidup, terkadang kita lebih banyak mendapatkan apa yang tidak kita inginkan #NOMOR1.net #kickandy"
negative,"Cobaan suami saat istri sakit, cobaan istri saat suami gak punya duit, miris #kickandy"
negative,"Terharu mendengar puisi ""Perempuan yang tak berhenti terjaga"" dari anak-anak Ibu Shinta Nuriyah, miris #kickandy"
negative,"anak itu milik berdua, bukan milik salah satu, bantulah istri mengasuh anak, seperti itu #Gusdur #kickandy"
negative,"ujian suami adalah saat istri sakit, dan ujian istri adalah saat suami tidak punya apa-apa #kickandy"
negative,#kickandy Bung Andy cuma mampir dgn gaya remaja sbg idola remaja dan tidak sempat beli
negative,"Kelemahan Anda hanyalah sementara, karena Anda sedang memperkuatnya, tetapi bila Anda jadi #tekcmi144 #kickandy"
negative,Kekuatan terbesar yang mampu mengalahkan stress adalah kemampuan memilih pikiran yang tepat. kita akan #hermafik95 #kickandy
negative,Itu yg saya kesel. Coba kalo sodara km ngantri ke kanker. Coba km rasain. Kok bs gitu fitnah org. #KickAndy #SuaraHatiAhok
negative,"Klo pulang ke rumah, mati. Ga ada yg urus. Miskin kok. Kita mw taruh dia di apartemen #KickAndy #SuaraHatiAhok"
negative,Kalo dia berantem tdk ada telor busuk diketeknya #kickandy #pilkadadki
negative,Pak @basuki_btp mukanya sedih banget pas kakak2 angkatnya ngomong. #kickAndy
negative,Andy terlihat kaku dan jaga sikap saat mengundang Ahok menjadi tamu. Mungkin agar terlihat lebih formal #kickandy
negative,Makin stress makin ngantuk #ahok #kickandy
negative,"Jangan melihat orang dari cover nya aja, tapi lihat lah dia dari sisi lain nya. Fisik bisa saja sm namun isinya berbeda. #KickAndy"
negative,kayak gajah yg dibilang psikolog di @Metro_TV #KickAndyMetroTv
negative,Jangan di bakarin dong pak andy @KickAndyShow #kickandymetrot
negative,bikin sakit perut nonton kisah sarjana tertua di indonesia.. #KickAndyMetroTv
negative,Pekerjaan yg tdk sesuai dengan kualifikasi pendidikannya #KickAndyMetroTV
negative,"Tp ttp tdk msk surga, jd ibadahnya sia2 hahaah RT @melanjhe: sp bilang orang bertato tdk boleh beribadah?!? #kickandymetrotv"
negative,orang bertato tdk boleh beribadah?!? #kickandymetrotv
negative,Apakah kamu bodoh? Tidak!.. Kamu di bodohi oleh suatu sistem Mike-marjinal @kickandymetrotv
negative,"Gimana soal UN g bs bocor, pertanyaan Malaikat di alam kubur aja udah bocor. #KickAndyMetroTV"
negative,Masa ada anak lulus dg nilai palingg tinggi dan lulus SNMPTN Undangan bidik misi pdhl dia susah sekali... @SBYudhoyono #kickandymetrotv
negative,"Orang Belanda aja peduli sama orang2 indonesia yg berada d daerah terisolir, gimana dg pemerintah indonesia? Zhonk kickandyMetroTV"
negative,Merinding deh nonton #KickAndyMetroTV
negative,Indonesia2. Bahkan kita dididik untuk menjadi rusak.. #kickandymetrotv
negative,Parahnya kualitas pendidikan di Indonesia  #kickandymetrotv
negative,demi apapun ya kick andy sekarang botak?  #kickandymetrotv
negative,jadi merasa malu krn kalah dari org yg tdk sempurna tapi mempunyai yg lebih dari org sempurna #kickandymetrotv
negative,Hukum di Indonesia masih jauh dari kata ADIL #KickAndyMetroTV
negative,"aku kira makin tua makin keladi, malah jd macan ompong. Melempem. kecewa liat amin rais di @kickandymetrotv"
negative,"#kickAndyMetroTV MEDIA harus mengisi lebih banyak ttg kisah sukses di TV, bukan gosip, berita rusuh & acara2 GG JELAS, tai kucing!! #CATET"
negative,"#kickAndyMetroTV jika ingin dihargai orang, hargailah orang lain juga"
negative,Dibawah sana banyak yg lebih sulit jangan banyak mengeluh #kickandymetrotv
negative,"Hidup adalah  perjuangan yang melelahkan, capek #kickandy"
negative,Orang-orang yang berhenti belajar akan menjadi bodoh  #kickandy http://untub6158.m.humandesignindonesia.com/untub6158/rahasia-dalam-memikat-
negative,"Ambillah waktu untuk berfikir, jangan jadi perusak #kickandy http://koepb3112.m.networknumberone.com/koepb3112/tak-ada-yang-berubah-meski-sa"
negative,miris ketika melihat banyak perusak di indonesia #kickandy
negative,sistem Mike-marjinal banyak membodohi orang #kickandy
negative,stress melihat semua kekacauan yang ada #kickandy
negative,"kesel banget, coba kalian ada di posisi pak ahok #kickandy"
negative,"coba pulang kerumah, mati. Ga ada yg urus. Miskin kok. Kita akan taruh dia di apartemen #KickAndy #SuaraHatiAhok"
negative,"tidak ada orang bodoh, yang ada hanya orang malas"
positive,"Setuju. Al misbah, mata najwa dan kick andy program favorit"
positive,Metro_TV Mata Najwa: Pancasila Punya Kita http://metrotvn.ws/zNAj3qeb
positive,"Selera gue ini gatau akhir2 ini suka banget nonton metro tv kalo ga kick andy mata najwa, selera menua"
positive,Mantap Mata Najwa. Pasti seru nih
positive,Sahabat2.. yuk nonton Mata Najwa di Metro TV bersama Ketua Umum DPP PKB
positive,Suarakan terus kebenaran Mata Najwa
positive,"Selamat @NajwaShihab dan keluarga besar @Metro_TV Prestasi yg luar biasa, Dialog keren, rugi klo terlewatkan nonton mata najwa"
positive,@TV_MATANAJWA Semoga acara Mata Najwa Metro TV jadi acara favorit dan semakin jaya berkualitas di masa mendatang
positive,Pasti menang cuma mata najwa yang paling ok RT @Metro_TV: Dukung Mata Najwa menjadi Program TV terbaik http://tl.gd/nnoc2f
positive,"Mata Najwa MetroTV, Inspiratif"
positive,KENAPA HARI INI TERASA TENTRAM DAN BAHAGIA NONTON MATA NAJWA @Metro_TV
positive,Mata Najwa paling keren acaranya matanya setajam silet
positive,Mata Najwa malam ini kayaknya bakal seru banget
positive,Mata Najwa memang paling keren Mantap
positive,"Keren! Tampil di Kandang Lawan, Pak Anies Baswedan Tampak Gemilang di Mata Najwa Metro TV"
positive,memang cukup romantis dan memuaskan pemirsa krn adanya mata najwa semakin sukses
positive,Menarik sekali mengikuti diskusi Ahok - Anis di Mata Najwa http://fb.me/5KYy9nAdC
positive,ahok merasa pinter dan merasa hebat di debat acara mata najwa metro tv.
positive,Mata Najwa dan Metro Tv berpihak pada paslon 3 Untung Ahok cerdas. Semangat pak! Allah bersamamu
positive,"Sudah terbukti di mata Najwa, kalau Ahok lebih hebat dari Anis Insaallah Ahok Jarot menang.."
positive,"sip, keren. debat ala mata najwa lebih keren daripada ala kpud yg sdh diatur utk lbh jaim"
positive,semoga bapak jokowi melihat acara mata najwa supaya masalah masalah yg dipelosok dapat diatasi
positive,keren deh. Mata Najwa juga.
positive,metro tv keren inspiratif dgn mata najwa nya kick andy
positive,metro tv emang tv paling keren ya edukatif dan menginspirasi seperti mata najwa dan kick andy
positive,Pemimpin itu harus Cerdas santun Tegas jujur bersih saya pilih AniesSandiPemersatu #MataNajwaMetroTv
positive,"Liat pemimpin2 yg islami, cerdas, teladan #matanajwametrotv"
positive,rame banget malam ini #MataNajwaMetroTV selalu menunggu topik lain yang seru dan nambah wawasan.
positive,Kado indah malam ini. @najwashihab  matanajwametrotv https://instagram.com/p/3OoWqCwgYj/
positive,"Tjokro dan rumahnya menjadi teladan, tentang senioritas yang menghidupkan dan bukan mengkerdilkan. #MataNajwaMetroTv"
positive,"Semangat bp bambang woidjojayanto,, @matanajwaMetroTv,, #saveKPK"
positive,belajar dari gusdur matanajwametrotv
positive,"mata najwa, ibu susi bpk dahlan dan bpk faisal basri inspiratif #matanajwametrotv"
positive,metro tv keren malam ini yang lg malam mingguan rugi klo ga nonton mata najwa @matanajwametrotv
positive,Kemerdekaan adalah hak segala bangsa #TanyaJokowi #MataNajwaMetroTV
positive,Seru nih mata najwa malam ini #MATANAJWAMETROTV
positive,Salut buat Ahok. #matanajwametrotv #hutjekardah
positive,Super Salut dengan Pak Ahok #matanajwametrotv
positive,"Matanajwametrotv berwibawa tak byk kata_berkuasa tetap sederhana, kagum"
positive,Salut dan bangga sm pak BJ. Habibie utk yg kesekian kalinya #MataNajwaMetroTV
positive,"obrolan santai menarik abraham slamet, jk, jokowi, anis baswedan, ganjar #matanajwametrotv"
positive,"Anis baswedan , jokowi , ganjar pranowo , JK , abraham samad inspirasi indonesia  Keren !!! #matanajwametrotv"
positive,para pemimpin yg luar biasa #MataNajwaMetroTv
positive,"Kerendahan, kesederhanaan pak jokowi ini patut di tiru #matanajwametrotv"
positive,Seru nih Dahlan Iskan dan ketua DPR #matanajwametroTV
positive,Desa Bebas Rokok yg sangat menginspirasi dan ternyata ada. Luar biasa #MataNajwaMetroTV
positive,Selalu dan masih terinspirasi dengan cinta BJH dan HAB #matanajwaMetroTV http://myloc.me/8DDtO
positive,Selalu memberikan banyak inspirasi #matanajwaMetroTV
positive,Narasumber yang luar biasa #matanajwaMetroTV
positive,Cie yg lg ada job di @MataNajwa
negative,setelah nonton mata najwa soal radikalisme di @Metro_TV langsung keluar berita tersebut. Seram
negative,"Mata Najwa acara sampah, yg cuman memperkeruh suasana. Gue sbg pelajar mending pilih ILC. @MataNajwa @NajwaShihab @Metro_TV"
negative,kata aneh lagi diacara mata najwa metrotv mengajarkan Islam kepada umat Islam dikatakan Islamisi lebih edan lagi tokoh Islam manggut2
negative,ILC mendinginkan Mata Najwa memprovokasi Metro tv emang tv sampah ga bosan2 memojokan islam ! Metro tv perusak pancasila
negative,"Laporkan metro tv ke kpi, metro itu stres mata najwa selalu kalah oleh ILC"
negative,KECEWA MATA NAJWA MALAM INI TIDAK BERMUTU!! NARASI NAJWA BUKTI DIA GA NGERTI MASALAH KARENA KEBERPIHAKAN JADILAH KEBODOHAN
negative,"@Metro_TV untuk acara Mata najwa, host nya @NajwaShihab JANGAN SUKA MENYELA PEMBICARAAN ORANG KALAU BELUM SELESAI. GAK SOPAN"
negative,Jadi emosi & sakit hati nonton mata najwa @metro tv. Ganti chanel masakan aja
negative,"MASA DARI ISIS MIMIN ITU BOM KP. MELAYU, MAAF KATANYA ISIS ORGANISASI APA IKUT ORGANISASI MBAK MATA NAJWA? BETULKAH ITU MIMIN?"
negative,"fotonya kok @Pak_JK , yg integritasnya tdk jelas. Merusak reputasi Mata Najwa aja"
negative,gara2 di bantai teman sendiri sesama anggota DPR di mata najwa lu langsung benci metro TV
negative,@Metro_TV Muak melihat kesombongan FZ di acara live Mata Najwa
negative,"males lihat @Metro_TV biarpun yg datang org nomor satu dunia, ogah. @Metro_TV dan pembawa acara mata najwa sdh dicontreng hitam"
negative,"keseringan masuk @Metro_TV dan bergaul sama mata najwa, engga diapa-apain ngadu2"
negative,"Kan udah bilang di mata najwa metro tv, tanya aja sendiri ke bapak anis, kok fitnah"
negative,Kenapa MUI tidak mengeluarkan Fatwa Haram Korupsi? Rasanya harus undang jg para petinggi MUI di mata najwa
negative,"Bravo Mata Najwa.. Debat Pilgub DKI kali ini garing,kalah sama MataNajwa yg mampu menggali lbh dalam #MataNajwa @Metro_TV"
negative,"#BatalDebatKarena Kasihan... pas debat Mata Najwa di metrotv aja Pak Basuki sudah hampir nangis, ga kebayang kemarin debat lagi"
negative,Setelah acara di mata najwa kasihan Pak Anies jd bulan2an di medsos untuk dihujat #AhokDjarotDiRosi
negative,"Nyetel metro tv mata najwa debat kemaren Bikin kesel masalah rumah, coba cek skrg msh ada ga itu rumah di webnya"
negative,"waktu awal sandi muncul sbg cawagub di metro tv dlm acara mata najwa, pak sandi sdh berbohong...."
negative,Ini Kesaksian Mengejutkan Pendukung Anies Yang Merasa Tertipu Di Acara Mata Najwa. MENIPU @Metro_TV @MataNajwa
negative,"#MataNajwaDebatJakarta  Di kandang Ahok, Metro TV, dan mata Najwa  Mereka bagaikan sampah yg berserakan Anies pilihanku  Pasti"
negative,Katanya boikot MetroTV tp kok ngintip Mata Najwa
negative,"Malas lihat Anies, bawa sial aja ini orang, lebih baik lihat Ahok aja di Mata Najwa"
negative,Nonton Mata Najwa @Metro_TV gw liat Anies ngomong bikin ngantuk #anaktangsel
negative,mata najwa  selalu menuduh menjelekan lawan memfonis lawan
negative,"Liat Mata Najwa @Metro_TV males, diskusi @basuki_btp sama @aniesbaswedan ga imbang.. salah satunya jualan mimpi"
negative,kayaknya mata Najwa mengadu domba kedua cagub di putaran 2 Pilkada DKI nih...
negative,"gak mungkin saya di penjara, saksinya aja palsu kok. Kata pak Ahok  #TerbuktiTeruji #MataNajwaMetroTv"
negative,"pak anis pak anis, rekaman 2 thn lalu msh disimpan loh sm metrotv  gak malu ya nelen ludah sendri? #MataNajwaMetroTv"
negative,Sebagus apapun sistem ketika yang menjalankan orang yg tidak baik. Maka jadilah sistem itu tidak baik pula #matanajwametrotv
negative,"Ridwan Bae tai  Tampang aja udah ngeselin, ayo mbk nana bully trus si Bae,, #MataNajwaMETROTV"
negative,Miris liat pengaturan skor di sepakbola indonesia  #matanajwametrotv
negative,"Dahulu pemuda berperang melawan penjajah, sekarang pemuda melawan kebiasaan buruk yang tak kunjung berubah #matanajwametrotv"
negative,Pasrah pak ? Haha TAI #MataNajwaMetroTV #SepakBolaMilikSiapa?
negative,"lo bilang kita2 ga punya kerjan ya, @radityadika #MataNajwaMetroTv"
negative,PSSI tempat pelacur diri sudah tak punya hati nurani! memalukan @MataNajwaMetroTV
negative,#MataNajwaMetroTV jembatan comal masih blm jadi... akibatya padat merayap...
negative,Bagaimana penegak MELANGGAR hukum? Kita TIDAK membayar SERAGAM mereka hanya untuk menegakkan HUKUM RIMBA @MataNajwa #MataNajwaMetroTv
negative,Pak wapresnya diketawain mulu ( bajusama staff hotel & celana robek ) @boediono  #matanajwametrotv
negative,RT @PutryVanVan: pemimpin itu mendongrak keadaan bukan mengokohkan materi #Matanajwametrotv
negative,"Tdk cukup dg menonton saja, km harus masuk kedalamnya untuk melakukan perubahan Ahok MataNajwaMetroTV"
negative,lembaga negara di indonesia bobrok semua...  #matanajwametrotv
negative,Org2 tolol. Dibilang DI DUGA dia udh mencak2. Yakin bgt jd tersangka #MataNajwaMetroTV
negative,ini apa banget deh gw paling kesel klo orang2 pada debat pake emosi gini @matanajwametrotv
negative,Orang miskin semakin miskin klo sekolah melakukan pungutan liar terus
negative,"ga boLeh emosi, cepat tua, nonton #matanajwametrotv ,lihat bapak #hotmansutapea tiba2 ikut emosi bicara"
negative,"dr penampilan saja kyk preman taunya bkin kisruh, perusak #matanajwametrotv"
negative,"Jawab aja ga usah berbelit-belit. Muter2 ga jelas, Buang2 waktu. ga mutu #matanajwametroTV"
positive,<USER_MENTION> #BOIKOT_<PROVIDER_NAME> Gunakan Produk Bangsa Sendiri <PROVIDER_NAME>
positive,"Saktinya balik lagi, alhamdulillah :v <PROVIDER_NAME>"
negative,Selamat pagi <PROVIDER_NAME>  bisa bantu kenapa di dalam kamar sinyal 4G hilang yang 1 lagi panggilan darurat saja  <URL>
negative,Dear <PROVIDER_NAME> akhir2 ini jaringan data lemot banget padahal H+ !!!!
negative,Selamat malam PENDUSTA <PROVIDER_NAME> 
negative,Untuk penembakan paket dari <PRODUCT_NAME> masih gangguan ya <PROVIDER_NAME>
positive,"<PROVIDER_NAME>  aku pakai <PROVIDER_NAME>, paket <PRODUCT_NAME> nya udah off tapi gantinya ada paket <PRODUCT_NAME> yg bisa gratisan youtube, senang banget <PROVIDER_NAME>"
negative,RT <USER_MENTION>: <PROVIDER_NAME> tak ada lagi dalam kamus perhapean saya. #Boikot<PROVIDER_NAME> <URL>
negative,keluhan gak ditanggapi. bikin emosi aja. pulsaku dicuri terus. soak deh. masa setiap hari pulsa berkurang 1500-2100 bisa 2-3*/hari
negative,#Bilboard iklan <PROVIDER_NAME> kok ada pesan tersembunyi? #Boikot<PROVIDER_NAME> #Ramadhan <URL>
negative,"<PROVIDER_NAME> mampus!!!!! bulan puasa, subuh2 mau sahur cek pulsa tersedot terus. dan sekarang sisa 30 ribu <PROVIDER_NAME> Tolong dibaca!!!"
negative,<USER_MENTION> Pernah coba pakai <PROVIDER_NAME> tapi parah koneksinya 
negative,"Setuju, <USER_MENTION> silahkan boikot saja pelanggan <PROVIDER_NAME> pendukung #HRS <URL>"
negative,"Dibela belain daftarin kartu 4G tunggu sejam siang2 sambil puasa, sampai rumah sinyal 4Gnya gak ada, adanya di kota!, <PROVIDER_NAME>"
negative,<PROVIDER_NAME> datanya kok sering hilang <PROVIDER_NAME>
negative,#internetlelet  <PROVIDER_NAME> ga sesuai iklan 
positive,<PROVIDER_NAME> <PROVIDER_NAME> kangen nih dapat kiriman pos marchandes nya <PROVIDER_NAME> langsung dari pak pos nya 
negative,"yang katanya 150MBPS kecepatanya cuma 3kbps, kuota full. Ga bisa buka google? Udah bikin nguras uang dan baterai… <URL>"
negative,kuota #internet <PROVIDER_NAME> masih banyak tapi koneksi internetnya LAMBAT BANGET! #<PRODUCT_NAME> <PROVIDER_NAME> #4G #lte… <URL>
negative,Ampun... Sinyal 4G <PROVIDER_NAME> lemot seperti siput. Acara live streaming jadi terganggu. Mundur terus <PROVIDER_NAME>
negative,Jaringan <PROVIDER_NAME> di Nabire bagus? Itu hanya berita HOAX #HOAX <PROVIDER_NAME>
negative,Makin jelek jaringan di takalar <PROVIDER_NAME>
positive,Jadi stabil disini. <PROVIDER_NAME> <URL>
positive,#CUG <PROVIDER_NAME> #Community Sangat Cocok Buat Komunikasi Antar :. - Keluarga. - Rekan Bisnis / Kerja. - Sekolah / Kampus. - Hubungan Jarak.
negative,<PROVIDER_NAME> <PROVIDER_NAME> ini kualitas provider <PROVIDER_NAME> gangguan trouble mahal berhari2 #useless4g <URL>
negative,<PROVIDER_NAME> <PRODUCT_NAME> sinyalnya tai...
negative,Jaringan internet <PROVIDER_NAME> di sumba timur parah....
negative,"Dengan ajaib kuota hilang, usage diberikan bahkan bukti penggunaan tidak melebihi batas. <URL>"
negative,"Bertahun tahun pakai <PROVIDER_NAME>. Masa aktif sampai 2018 karena seringnya ""bayar"" untuk dapat pelayanan yang memuaskan"
negative,cepat banget data <PROVIDER_NAME> habis <URL>
negative,<USER_MENTION>: Apa gak kurang tolol namanya. <PROVIDER_NAME> provider gak ada urusan sama semua Chat App! 
negative,"mungkin <PROVIDER_NAME> benar, berarti tinggal #whatsappNotSave <URL>"
positive,"Hore,,, Akhirnya ada sinyal 4G <PROVIDER_NAME> di Sambu"
positive,Alhamdulilah dikunjungi para vendor mitra <PROVIDER_NAME> ke #klinikKUMSda… <URL>
negative,Terlambat ikut <PRODUCT_NAME>... Jelaslah jaringan <PROVIDER_NAME> lemot...
negative,"<PROVIDER_NAME> tega, Menyampaikan pesan kok suka telat,, bikin #BAPER"
negative,Jaringan 4G kecepatan 2G <PROVIDER_NAME>
negative,Paket extra combo kok lemot ya <PROVIDER_NAME>
negative,Kenapa! Masa buka Facebook aja gak bisa <PROVIDER_NAME>
negative,"Rugi isi kuota <PROVIDER_NAME> jaringannya busuk banget, dirugikan .."
negative,solidaritas perlu.. tapi perasaan lebih penting lagi dari solidaritas.  ngomong dong <PROVIDER_NAME>
positive,<PROVIDER_NAME> 1berbagi tanpa kuota 2 berbagai kapan saja <PROVIDER_NAME> bagi berkah <USER_MENTION>
positive,"<PROVIDER_NAME> bagi berkah 1video ngabuburit dengan anak, video sahur bersama keluarga, video pakai baju koko baru, <USER_MENTION>"
negative,Koneksi <PROVIDER_NAME> di daerah #sawojajar kota #malang seminggu ini lemot parah ? lagi gangguan kah? <PROVIDER_NAME>Care <PROVIDER_NAME>
positive,"Saya pakai <PROVIDER_NAME>, meski <PROVIDER_NAME> lebih greget dalam hal network and speed, setidaknya <PROVIDER_NAME> lebih irit buat anak kere seperti saya."
positive,#Boikot <PROVIDER_NAME> harusnya #boikot<PROVIDER_NAME> kartu mahal!. lebih bagus juga <PROVIDER_NAME>
positive,<PROVIDER_NAME> <PROVIDER_NAME> Berbagi berkah
negative,Baru isi kuota ... tapi baru 2 menit langsung habis kacau. <PROVIDER_NAME> <URL>
negative,Sinyalmu jelek banget sih akhir akhir ini <PROVIDER_NAME>
negative,#Boikot<PROVIDER_NAME> Pergerakan masif PKI dan antek2nya melalui iklan <PROVIDER_NAME>. Mari hancurkan PKI melalui #Boikot<PROVIDER_NAME>
positive,Alhamdulillah masih #setia dengan <PROVIDER_NAME>.. jangan menari di tabuhan gendang orang lain.. selamat isya dan tarawih... 
negative,"Aku kira diganti pulsaku. udah komplain sana sini, kok cuma php, <PROVIDER_NAME>"
negative,Sinyalmu kenapa <PROVIDER_NAME>
negative,<PROVIDER_NAME> musuh Ulama #Boikot<PROVIDER_NAME> <URL>
negative,RT <USER_MENTION>: sudah lama gak pakai <PROVIDER_NAME>
negative,Saya gak benci tapi kelakuan <USER_MENTION> yang bikin #Boikot<PROVIDER_NAME>  Pendukung #PKI coba kamu lihat iklan <PROVIDER_NAME> ada gambar palu arit
negative,RT <USER_MENTION>: <USER_MENTION> HT Nya #PuasPake<PROVIDER_NAME> Noh. aku pakek <PROVIDER_NAME> Gimana thu..…
negative,"<PROVIDER_NAME> bisa gak sih kuota 4G digabung saja sama 3G, sayang gak terpakai mubazir... Mubazir itu temennya setan lho!! <PROVIDER_NAME> "
positive,"Rejeki pejet2.., semoga ke depan dapat samsung J5..#<PRODUCT_NAME> <PROVIDER_NAME> Medan, Indonesia <URL>"
positive,Asik juga kencang begini ? <PROVIDER_NAME> <URL>
negative,Buat apa beli paket 4G jika jaringan internetnya masih Edge <PROVIDER_NAME> <PROVIDER_NAME>
negative,Bagaimana ini <PROVIDER_NAME> 4G tapi lemot
negative,Nelepon ke sesama <PROVIDER_NAME> pulsa 20.000 cuma cukup buat 23 menit? <PROVIDER_NAME> BANGSAT..............<PROVIDER_NAME>…<URL>
negative,Signal 4G <PROVIDER_NAME> bekasi kenapa? Gak bisa internetan sama sekali dari tadi subuh
negative,<PROVIDER_NAME> tarif Internet Super Kuota naik lagi. Negara lain internet makin murah kok <PROVIDER_NAME> makin mahal? 
negative,JARINGAN <PROVIDER_NAME> tidak ada SINYAL untuk wilayah Sindangkasih - ciamis <PROVIDER_NAME> 
positive,<PROVIDER_NAME> terimakasih <PROVIDER_NAME> akhirnya menang pointastic deal dari <PROVIDER_NAME> #PointasticDeal <PROVIDER_NAME> <URL>
negative,"<PROVIDER_NAME> kalo bukan karena nomer sudah lama, pasti sudah dibuang saja dari dulu. <PROVIDER_NAME>"
negative,<PROVIDER_NAME> jadi yang dizalimi bukan cuma saya ya? <PROVIDER_NAME> <URL>
positive,mantap ini. #4g #LTE <PROVIDER_NAME> <URL>
negative,Sinyal jelek! Komplain gak direspon! #Boikot<PROVIDER_NAME> <PROVIDER_NAME> <URL>
negative,"Alhamdulillah mulai hari, ini 2 kartu telpon dan 2 kartu internetan kami gak pakai <PROVIDER_NAME> lagi. #Boikot<PROVIDER_NAME>"
negative,#Boikot<PROVIDER_NAME> bentuk tekanan masyarakat agar perusahaan publik sekelas <PROVIDER_NAME> lebih berhati-hati ke depannya… <URL>
negative,<USER_MENTION> <USER_MENTION> <PROVIDER_NAME> Alhamdulillah saya gak pakai <PROVIDER_NAME> dari dulu #Boikot<PROVIDER_NAME> 
positive,Saya dulu memimpikan pakai <PROVIDER_NAME>.  Tapi sekarang gak mimpi lagi.  Setia saja sama <PROVIDER_NAME> walau mahal sedikit. Ikutan #Boikot<PROVIDER_NAME>
positive,"jauh sebelum ada aksi #Boikot<PROVIDER_NAME> saya tidak pakai <PROVIDER_NAME> lagi,  sebab <PROVIDER_NAME> masih lebih bagus maaf bukan iklan tapi kenyataan"
positive,<PROVIDER_NAME> yang terbaik ini peserta nya… <URL>
positive,RT <USER_MENTION>: Teman sehari hari. #<PROVIDER_NAME> <PROVIDER_NAME> #<PROVIDER_NAME> #telecommunications… <URL>
negative,<PROVIDER_NAME> jelek banget sinyalnya <PROVIDER_NAME>
positive,"Saya bisa ke Sydney karena program <PROVIDER_NAME> & itu GRATIS! ada 22 Mahasiswa. Belajar dn liburan, kalian para hacker intropeksi sana"
negative,Internet mahal turunkan harga paket <PROVIDER_NAME> 
positive,Selalu pakai <PROVIDER_NAME> belum pernah pakai <PROVIDER_NAME> dan merasakan <PROVIDER_NAME>lemot Meski <PROVIDER_NAME>mahal tapi dibarengi dengan kualitas
